l0,l1,l2,n1,n2,u1,u2,youtube_id,mp4_id,png_id
early-math,cc-early-math-add-sub-basics,cc-early-math-making-5-9,Addition and subtraction intro,Making small numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-making-5-9,https://www.youtube.com/watch?v=FpOgnh53aA0,https://cdn.kastatic.org/KA-youtube-converted/FpOgnh53aA0.mp4/FpOgnh53aA0.mp4,https://cdn.kastatic.org/KA-youtube-converted/FpOgnh53aA0.mp4/FpOgnh53aA0.png
early-math,cc-early-math-add-sub-basics,cc-early-math-make-10,Addition and subtraction intro,Making 10,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-make-10,https://www.youtube.com/watch?v=nPFR1BmcwPI,https://cdn.kastatic.org/KA-youtube-converted/nPFR1BmcwPI.mp4/nPFR1BmcwPI.mp4,https://cdn.kastatic.org/KA-youtube-converted/nPFR1BmcwPI.mp4/nPFR1BmcwPI.png
early-math,cc-early-math-add-sub-basics,cc-early-math-make-10,Addition and subtraction intro,Making 10,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-make-10,https://www.youtube.com/watch?v=VcjMwD8HXjQ,https://cdn.kastatic.org/KA-youtube-converted/VcjMwD8HXjQ.mp4/VcjMwD8HXjQ.mp4,https://cdn.kastatic.org/KA-youtube-converted/VcjMwD8HXjQ.mp4/VcjMwD8HXjQ.png
early-math,cc-early-math-add-sub-basics,cc-early-math-together-apart,Addition and subtraction intro,|Put together, take apart|,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart,https://www.youtube.com/watch?v=cwm2A5nJvuw,https://cdn.kastatic.org/KA-youtube-converted/cwm2A5nJvuw.mp4/cwm2A5nJvuw.mp4,https://cdn.kastatic.org/KA-youtube-converted/cwm2A5nJvuw.mp4/cwm2A5nJvuw.png
early-math,cc-early-math-add-sub-basics,cc-early-math-together-apart,Addition and subtraction intro,|Put together, take apart|,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart,https://www.youtube.com/watch?v=LeZirbpVac8,https://cdn.kastatic.org/KA-youtube-converted/LeZirbpVac8.mp4/LeZirbpVac8.mp4,https://cdn.kastatic.org/KA-youtube-converted/LeZirbpVac8.mp4/LeZirbpVac8.png
early-math,cc-early-math-add-sub-basics,cc-early-math-add-subtract-10,Addition and subtraction intro,Relate addition and subtraction,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-subtract-10,https://www.youtube.com/watch?v=IWJ8GAp-JO4,https://cdn.kastatic.org/KA-youtube-converted/IWJ8GAp-JO4.mp4/IWJ8GAp-JO4.mp4,https://cdn.kastatic.org/KA-youtube-converted/IWJ8GAp-JO4.mp4/IWJ8GAp-JO4.png
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-word-problem-within-10,Addition and subtraction intro,Addition and subtraction word problems,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-word-problem-within-10,https://www.youtube.com/watch?v=e3btNARcI8g,https://cdn.kastatic.org/KA-youtube-converted/e3btNARcI8g.mp4/e3btNARcI8g.mp4,https://cdn.kastatic.org/KA-youtube-converted/e3btNARcI8g.mp4/e3btNARcI8g.png
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-word-problem-within-10,Addition and subtraction intro,Addition and subtraction word problems,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-word-problem-within-10,https://www.youtube.com/watch?v=80UwBUesDMY,https://cdn.kastatic.org/KA-youtube-converted/80UwBUesDMY.mp4/80UwBUesDMY.mp4,https://cdn.kastatic.org/KA-youtube-converted/80UwBUesDMY.mp4/80UwBUesDMY.png
early-math,cc-early-math-place-value-topic,cc-early-math-teens,Place value (tens and hundreds),Teens,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-teens,https://www.youtube.com/watch?v=DP0EUIQOBx8,https://cdn.kastatic.org/KA-youtube-converted/DP0EUIQOBx8.mp4/DP0EUIQOBx8.mp4,https://cdn.kastatic.org/KA-youtube-converted/DP0EUIQOBx8.mp4/DP0EUIQOBx8.png
early-math,cc-early-math-place-value-topic,cc-early-math-teens,Place value (tens and hundreds),Teens,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-teens,https://www.youtube.com/watch?v=EIstkFmnp78,https://cdn.kastatic.org/KA-youtube-converted/EIstkFmnp78.mp4/EIstkFmnp78.mp4,https://cdn.kastatic.org/KA-youtube-converted/EIstkFmnp78.mp4/EIstkFmnp78.png
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,https://www.youtube.com/watch?v=4EwDT4Hr0ko,https://cdn.kastatic.org/KA-youtube-converted/4EwDT4Hr0ko.mp4/4EwDT4Hr0ko.mp4,https://cdn.kastatic.org/KA-youtube-converted/4EwDT4Hr0ko.mp4/4EwDT4Hr0ko.png
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,https://www.youtube.com/watch?v=d5oG3sMuNHw,https://cdn.kastatic.org/KA-youtube-converted/d5oG3sMuNHw.mp4/d5oG3sMuNHw.mp4,https://cdn.kastatic.org/KA-youtube-converted/d5oG3sMuNHw.mp4/d5oG3sMuNHw.png
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,https://www.youtube.com/watch?v=Nuv6o4CqeCc,https://cdn.kastatic.org/KA-youtube-converted/Nuv6o4CqeCc.mp4/Nuv6o4CqeCc.mp4,https://cdn.kastatic.org/KA-youtube-converted/Nuv6o4CqeCc.mp4/Nuv6o4CqeCc.png
early-math,cc-early-math-place-value-topic,cc-early-math-two-digit-compare,Place value (tens and hundreds),Comparing 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-two-digit-compare,https://www.youtube.com/watch?v=gMQ3EvB2Zyg,https://cdn.kastatic.org/KA-youtube-converted/gMQ3EvB2Zyg.mp4/gMQ3EvB2Zyg.mp4,https://cdn.kastatic.org/KA-youtube-converted/gMQ3EvB2Zyg.mp4/gMQ3EvB2Zyg.png
early-math,cc-early-math-place-value-topic,cc-early-math-three-digit-compare,Place value (tens and hundreds),Comparing three-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://es.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-three-digit-compare,https://www.youtube.com/watch?v=owrQnTM6OGA,https://cdn.kastatic.org/KA-youtube-converted/owrQnTM6OGA.mp4/owrQnTM6OGA.mp4,https://cdn.kastatic.org/KA-youtube-converted/owrQnTM6OGA.mp4/owrQnTM6OGA.png
early-math,cc-early-math-add-sub-20,cc-early-math-add-20,Addition and subtraction within 20,Addition within 20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20,https://www.youtube.com/watch?v=sjrjw0mys5g,https://cdn.kastatic.org/KA-youtube-converted/sjrjw0mys5g.mp4/sjrjw0mys5g.mp4,https://cdn.kastatic.org/KA-youtube-converted/sjrjw0mys5g.mp4/sjrjw0mys5g.png
early-math,cc-early-math-add-sub-20,cc-early-math-add-20,Addition and subtraction within 20,Addition within 20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20,https://www.youtube.com/watch?v=gaKBf3gxNG8,https://cdn.kastatic.org/KA-youtube-converted/gaKBf3gxNG8.mp4/gaKBf3gxNG8.mp4,https://cdn.kastatic.org/KA-youtube-converted/gaKBf3gxNG8.mp4/gaKBf3gxNG8.png
early-math,cc-early-math-add-sub-20,cc-early-math-add-20,Addition and subtraction within 20,Addition within 20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20,https://www.youtube.com/watch?v=AVRACq6koow,https://cdn.kastatic.org/KA-youtube-converted/AVRACq6koow.mp4/AVRACq6koow.mp4,https://cdn.kastatic.org/KA-youtube-converted/AVRACq6koow.mp4/AVRACq6koow.png
early-math,cc-early-math-add-sub-20,cc-early-math-sub-20,Addition and subtraction within 20,Subtraction within 20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-sub-20,https://www.youtube.com/watch?v=jn6iU-kdiUE,https://cdn.kastatic.org/KA-youtube-converted/jn6iU-kdiUE.mp4/jn6iU-kdiUE.mp4,https://cdn.kastatic.org/KA-youtube-converted/jn6iU-kdiUE.mp4/jn6iU-kdiUE.png
early-math,cc-early-math-add-sub-20,cc-early-math-equals-sign,Addition and subtraction within 20,Equal sign,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-equals-sign,https://www.youtube.com/watch?v=2x23IqL3VZ8,https://cdn.kastatic.org/KA-youtube-converted/2x23IqL3VZ8.mp4/2x23IqL3VZ8.mp4,https://cdn.kastatic.org/KA-youtube-converted/2x23IqL3VZ8.mp4/2x23IqL3VZ8.png
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-within-20,Addition and subtraction within 20,Word problems within 20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20,https://www.youtube.com/watch?v=brEOCLNYFak,https://cdn.kastatic.org/KA-youtube-converted/brEOCLNYFak.mp4/brEOCLNYFak.mp4,https://cdn.kastatic.org/KA-youtube-converted/brEOCLNYFak.mp4/brEOCLNYFak.png
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-within-20,Addition and subtraction within 20,Word problems within 20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20,https://www.youtube.com/watch?v=-bSOVFXTsrY,https://cdn.kastatic.org/KA-youtube-converted/-bSOVFXTsrY.mp4/-bSOVFXTsrY.mp4,https://cdn.kastatic.org/KA-youtube-converted/-bSOVFXTsrY.mp4/-bSOVFXTsrY.png
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-more-fewer-20,Addition and subtraction within 20,Word problems with "more" and "fewer",https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20,https://www.youtube.com/watch?v=AMjXqbfgfxY,https://cdn.kastatic.org/KA-youtube-converted/AMjXqbfgfxY.mp4/AMjXqbfgfxY.mp4,https://cdn.kastatic.org/KA-youtube-converted/AMjXqbfgfxY.mp4/AMjXqbfgfxY.png
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-more-fewer-20,Addition and subtraction within 20,Word problems with "more" and "fewer",https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20,https://www.youtube.com/watch?v=uJ_GprG--k0,https://cdn.kastatic.org/KA-youtube-converted/uJ_GprG--k0.mp4/uJ_GprG--k0.mp4,https://cdn.kastatic.org/KA-youtube-converted/uJ_GprG--k0.mp4/uJ_GprG--k0.png
early-math,cc-early-math-add-sub-20,cc-early-math-repeated-addition,Addition and subtraction within 20,Repeated addition,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-repeated-addition,https://www.youtube.com/watch?v=KWkgMJUh70E,https://cdn.kastatic.org/KA-youtube-converted/KWkgMJUh70E.mp4/KWkgMJUh70E.mp4,https://cdn.kastatic.org/KA-youtube-converted/KWkgMJUh70E.mp4/KWkgMJUh70E.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-ones-tens,Addition and subtraction within 100,Adding 1s and 10s,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-ones-tens,https://www.youtube.com/watch?v=5CPiBPnWmM8,https://cdn.kastatic.org/KA-youtube-converted/5CPiBPnWmM8.mp4/5CPiBPnWmM8.mp4,https://cdn.kastatic.org/KA-youtube-converted/5CPiBPnWmM8.mp4/5CPiBPnWmM8.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-ones-tens,Addition and subtraction within 100,Adding 1s and 10s,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-ones-tens,https://www.youtube.com/watch?v=girADvcMvOw,https://cdn.kastatic.org/KA-youtube-converted/girADvcMvOw.mp4/girADvcMvOw.mp4,https://cdn.kastatic.org/KA-youtube-converted/girADvcMvOw.mp4/girADvcMvOw.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-ones-tens,Addition and subtraction within 100,Adding 1s and 10s,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-ones-tens,https://www.youtube.com/watch?v=VfSQEfOU3TE,https://cdn.kastatic.org/KA-youtube-converted/VfSQEfOU3TE.mp4/VfSQEfOU3TE.mp4,https://cdn.kastatic.org/KA-youtube-converted/VfSQEfOU3TE.mp4/VfSQEfOU3TE.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-ones-tens,Addition and subtraction within 100,Subtracting 1s and 10s,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens,https://www.youtube.com/watch?v=oHZ9psmQXgY,https://cdn.kastatic.org/KA-youtube-converted/oHZ9psmQXgY.mp4/oHZ9psmQXgY.mp4,https://cdn.kastatic.org/KA-youtube-converted/oHZ9psmQXgY.mp4/oHZ9psmQXgY.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-ones-tens,Addition and subtraction within 100,Subtracting 1s and 10s,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens,https://www.youtube.com/watch?v=dacsyNObHKE,https://cdn.kastatic.org/KA-youtube-converted/dacsyNObHKE.mp4/dacsyNObHKE.mp4,https://cdn.kastatic.org/KA-youtube-converted/dacsyNObHKE.mp4/dacsyNObHKE.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-ones-tens,Addition and subtraction within 100,Subtracting 1s and 10s,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens,https://www.youtube.com/watch?v=E3nerQIeSGg,https://cdn.kastatic.org/KA-youtube-converted/E3nerQIeSGg.mp4/E3nerQIeSGg.mp4,https://cdn.kastatic.org/KA-youtube-converted/E3nerQIeSGg.mp4/E3nerQIeSGg.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-two-dig-intro,Addition and subtraction within 100,Intro to addition with 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro,https://www.youtube.com/watch?v=rGCo05VyYYA,https://cdn.kastatic.org/KA-youtube-converted/rGCo05VyYYA.mp4/rGCo05VyYYA.mp4,https://cdn.kastatic.org/KA-youtube-converted/rGCo05VyYYA.mp4/rGCo05VyYYA.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-two-dig-intro,Addition and subtraction within 100,Intro to addition with 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro,https://www.youtube.com/watch?v=xrjLuSwAYEI,https://cdn.kastatic.org/KA-youtube-converted/xrjLuSwAYEI.mp4/xrjLuSwAYEI.mp4,https://cdn.kastatic.org/KA-youtube-converted/xrjLuSwAYEI.mp4/xrjLuSwAYEI.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-two-dig-intro,Addition and subtraction within 100,Intro to addition with 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro,https://www.youtube.com/watch?v=_aL5E0XDRKU,https://cdn.kastatic.org/KA-youtube-converted/_aL5E0XDRKU.mp4/_aL5E0XDRKU.mp4,https://cdn.kastatic.org/KA-youtube-converted/_aL5E0XDRKU.mp4/_aL5E0XDRKU.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-two-dig-intro,Addition and subtraction within 100,Intro to addition with 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro,https://www.youtube.com/watch?v=n4Cm_0j4_Zk,https://cdn.kastatic.org/KA-youtube-converted/n4Cm_0j4_Zk.mp4/n4Cm_0j4_Zk.mp4,https://cdn.kastatic.org/KA-youtube-converted/n4Cm_0j4_Zk.mp4/n4Cm_0j4_Zk.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-two-dig-intro,Addition and subtraction within 100,Intro to addition with 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro,https://www.youtube.com/watch?v=tgoZgzkHf08,https://cdn.kastatic.org/KA-youtube-converted/tgoZgzkHf08.mp4/tgoZgzkHf08.mp4,https://cdn.kastatic.org/KA-youtube-converted/tgoZgzkHf08.mp4/tgoZgzkHf08.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-two-dig-intro,Addition and subtraction within 100,Intro to subtraction with 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-two-dig-intro,https://www.youtube.com/watch?v=ZX3t-8Rv1iA,https://cdn.kastatic.org/KA-youtube-converted/ZX3t-8Rv1iA.mp4/ZX3t-8Rv1iA.mp4,https://cdn.kastatic.org/KA-youtube-converted/ZX3t-8Rv1iA.mp4/ZX3t-8Rv1iA.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-two-dig-intro,Addition and subtraction within 100,Intro to subtraction with 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-two-dig-intro,https://www.youtube.com/watch?v=Mo_tEHFw1zI,https://cdn.kastatic.org/KA-youtube-converted/Mo_tEHFw1zI.mp4/Mo_tEHFw1zI.mp4,https://cdn.kastatic.org/KA-youtube-converted/Mo_tEHFw1zI.mp4/Mo_tEHFw1zI.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-two-dig-intro,Addition and subtraction within 100,Intro to subtraction with 2-digit numbers,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-two-dig-intro,https://www.youtube.com/watch?v=XkBdShSwGkU,https://cdn.kastatic.org/KA-youtube-converted/XkBdShSwGkU.mp4/XkBdShSwGkU.mp4,https://cdn.kastatic.org/KA-youtube-converted/XkBdShSwGkU.mp4/XkBdShSwGkU.png
early-math,cc-early-math-add-sub-100,cc-early-math-strategies-for-adding-within-100,Addition and subtraction within 100,Strategies for adding and subtracting within 100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://es.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100,https://www.youtube.com/watch?v=4IaPsnu6Fxo,https://cdn.kastatic.org/KA-youtube-converted/4IaPsnu6Fxo.mp4/4IaPsnu6Fxo.mp4,https://cdn.kastatic.org/KA-youtube-converted/4IaPsnu6Fxo.mp4/4IaPsnu6Fxo.png
